       depth	       totalf	        clayf	         capf	        freef	         mlT2	         Ksdr	          Ktc	         Ksoe	         Tsdr	          Ttc	         Tsoe	          soe	        noise	    unix_time	 board_temp	 magnet_temp
12.2617360000	  0.1344841096	 0.1253051988	 0.0008168082	 0.0083621026	 0.0015011978	 0.0088494562	 0.0058182707	 0.0429661620	 0.0942932856	 0.0453048029	 0.7080644190	 0.0000279254	 4.6715743909	 0	 0.000000	 0.000000
13.0819360000	  0.0988681891	 0.0348687650	 0.0639994241	 0.0000000000	 0.0037308853	 0.0401837208	 0.0000000000	 0.0071362176	 0.1144017914	 0.0476908757	 0.7286114049	 0.0000050893	 4.7743979430	 0	 0.000000	 0.000000
13.9021360000	  0.1060985491	 0.0906479242	 0.0154506249	 0.0000000000	 0.0015905909	 0.0078378366	 0.0000000000	 0.0211277072	 0.1340954322	 0.0476908757	 0.7402024404	 0.0000150677	 4.4081651997	 0	 0.000000	 0.000000
14.7223360000	  0.0442218243	 0.0110612120	 0.0318016672	 0.0013589451	 0.0053080936	 0.0363817484	 0.0004372627	 0.0502339476	 0.1522298840	 0.0478701972	 0.7694678550	 0.0000147525	 4.9208055292	 0	 0.000000	 0.000000
15.5425360000	  0.0301457642	 0.0042561154	 0.0232127685	 0.0026768804	 0.0081715621	 0.0587768391	 0.0028140254	 0.1072353917	 0.1912544207	 0.0492035504	 0.8340460311	 0.0000125196	 4.7446855519	 0	 0.000000	 0.000000
16.3627360000	  0.1256421773	 0.1052517502	 0.0123644991	 0.0080259280	 0.0020143679	 0.0148861644	 0.0057578578	 0.0696846696	 0.2214636184	 0.0527188797	 0.9066009482	 0.0000284161	 4.2647955839	 0	 0.000000	 0.000000
17.1829360000	  0.1415146814	 0.1157856646	 0.0222697982	 0.0034592187	 0.0020149935	 0.0167771637	 0.0008744371	 0.1903531221	 0.2344487493	 0.0554387838	 1.0132424466	 0.0000239470	 4.1344301516	 0	 0.000000	 0.000000
18.0031360000	  0.0870269036	 0.0715193265	 0.0032615026	 0.0122460745	 0.0023652070	 0.0142154825	 0.0229662524	 0.0445402669	 0.2471588335	 0.0652158506	 1.1095722254	 0.0000241468	 4.4791449620	 0	 0.000000	 0.000000
18.8233360000	  0.0121699604	 0.0000000000	 0.0002913208	 0.0118786396	 0.0661595506	 1.5554069026	 15.5792577270	 0.0381411144	 0.8908609736	 6.4636879045	 1.1434798598	 0.0000204416	 4.6048424042	 0	 0.000000	 0.000000
19.6435360000	  0.0327079114	 0.0018636400	 0.0308442714	 0.0000000000	 0.0077942166	 0.0580186367	 0.0000000000	 0.0155718988	 1.5525267873	 12.8527414983	 1.1655075665	 0.0000111060	 4.1661302830	 0	 0.000000	 0.000000
20.4637360000	  0.0152752068	 0.0000000000	 0.0127307032	 0.0025445036	 0.0245762442	 0.2693939814	 0.0059692262	 0.0304763977	 1.6867987020	 12.8551894780	 1.1843919729	 0.0000218147	 4.4313294301	 0	 0.000000	 0.000000
21.2839360000	  0.0267699299	 0.0000000000	 0.0267699299	 0.0000000000	 0.0118160946	 0.1091352159	 0.0000000000	 0.0032446569	 1.8420335258	 12.8576374576	 1.1982209774	 0.0000023138	 4.6126828372	 0	 0.000000	 0.000000
22.1041360000	  0.0154876047	 0.0012537564	 0.0103277368	 0.0039061116	 0.0257130588	 0.2989933322	 0.0172115355	 0.1974286387	 2.0094070433	 12.8646959083	 1.2805170959	 0.0000179051	 4.3178343657	 0	 0.000000	 0.000000
22.9243360000	  0.0194883882	 0.0000000000	 0.0194883882	 0.0000000000	 0.0136339841	 0.1057770022	 0.0000000000	 0.0164785870	 2.1754033575	 12.8717543590	 1.3682404491	 0.0000117503	 4.1381133495	 0	 0.000000	 0.000000
23.7445360000	  0.0791783742	 0.0571596340	 0.0154909482	 0.0065277920	 0.0027735837	 0.0177852062	 0.0062904214	 0.0232635896	 2.2260762192	 12.8743340608	 1.3845387158	 0.0000163202	 4.4701607742	 0	 0.000000	 0.000000
24.5647360000	  0.0447750039	 0.0090486640	 0.0197256774	 0.0160006626	 0.0159742343	 0.3336149433	 0.1361060962	 0.0698669683	 2.3701854205	 12.9327308727	 1.4227315576	 0.0000475142	 4.6921433578	 0	 0.000000	 0.000000
25.3849360000	  0.0367635407	 0.0001251302	 0.0366384105	 0.0000000000	 0.0089253734	 0.0855145240	 0.0000000000	 0.0175043498	 2.5420704151	 12.9885479828	 1.4585625351	 0.0000124829	 4.7126731471	 0	 0.000000	 0.000000
26.2051360000	  0.0223645116	 0.0037163506	 0.0141540251	 0.0044941360	 0.0077610554	 0.0393342391	 0.0138780253	 0.1219818925	 2.5932708928	 12.9942393610	 1.5157658431	 0.0000868354	 4.6127079414	 0	 0.000000	 0.000000
27.0253360000	  0.0630458601	 0.0522388828	 0.0064284643	 0.0043785130	 0.0020452276	 0.0077003355	 0.0034553481	 0.0065892290	 2.6125597718	 13.0013477774	 1.5684928600	 0.0000045596	 4.4159853800	 0	 0.000000	 0.000000
27.8455360000	  0.0238258528	 0.0006414721	 0.0127101441	 0.0104742367	 0.0217560187	 0.3292888784	 0.1435149491	 0.1446884473	 2.7507590485	 13.0616202963	 1.6305318351	 0.0000652184	 4.4908818559	 0	 0.000000	 0.000000
28.6657360000	  0.0351643255	 0.0174017350	 0.0001160238	 0.0176465666	 0.0104768856	 0.1127032550	 0.3500690595	 0.1837119547	 2.9320200224	 13.2640390982	 1.7652088399	 0.0000836814	 4.6858923412	 0	 0.000000	 0.000000
29.4859360000	  0.0477056217	 0.0304905562	 0.0079764672	 0.0092385982	 0.0039118027	 0.0213153866	 0.0270652579	 0.0688474504	 2.9869810673	 13.4187018817	 1.8687834520	 0.0000485804	 4.4637402965	 0	 0.000000	 0.000000
30.3061360000	  0.0124331550	 0.0000000000	 0.0069071735	 0.0055259815	 0.1261178120	 5.7743614608	 0.0767169943	 0.3900718333	 5.3637881425	 13.4612629833	 2.0569862502	 0.0000377721	 4.5721830976	 0	 0.000000	 0.000000
31.1263360000	  0.1814389566	 0.0972902039	 0.0726012395	 0.0115475132	 0.0035650965	 0.0673353112	 0.0082499332	 0.6510298927	 7.7594679887	 13.4961079203	 2.4839420681	 0.0001469218	 4.6011804908	 0	 0.000000	 0.000000
31.9465360000	  0.3189550014	 0.2579921997	 0.0565293865	 0.0044334153	 0.0019016738	 0.0336799351	 0.0006237376	 0.2095924999	 7.8008943412	 13.4997470127	 2.8368833113	 0.0000655906	 4.7716005023	 0	 0.000000	 0.000000
32.7667360000	  0.2561803122	 0.1759800949	 0.0784890606	 0.0017111568	 0.0022156808	 0.0367223008	 0.0001140117	 0.1287538634	 7.8297662982	 13.5000495637	 2.9756391549	 0.0000411984	 4.6821466746	 0	 0.000000	 0.000000
33.5869360000	  0.1834945112	 0.0816448475	 0.1018496637	 0.0000000000	 0.0032089284	 0.0551712587	 0.0000000000	 0.0232198493	 7.8674518470	 13.5000963199	 3.0379635745	 0.0000165596	 4.7739578587	 0	 0.000000	 0.000000
34.4071360000	  0.2703680258	 0.1799025933	 0.0904654325	 0.0000000000	 0.0021859987	 0.0377246200	 0.0000000000	 0.0167121953	 7.9055484468	 13.5000963199	 3.0543397059	 0.0000119185	 4.9327879382	 0	 0.000000	 0.000000
35.2273360000	  0.2995799473	 0.2217931259	 0.0777868214	 0.0000000000	 0.0019194465	 0.0322280882	 0.0000000000	 0.0480354917	 7.9342360525	 13.5000963199	 3.0808927324	 0.0000342572	 4.4786444149	 0	 0.000000	 0.000000
36.0475360000	  0.1838079506	 0.0960892398	 0.0877187108	 0.0000000000	 0.0028072157	 0.0422946675	 0.0000000000	 0.0662640909	 7.9647978346	 13.5000963199	 3.1277669912	 0.0000472572	 4.7326064652	 0	 0.000000	 0.000000
36.8677360000	  0.1220997223	 0.0394764351	 0.0826232872	 0.0000000000	 0.0039001032	 0.0542296306	 0.0000000000	 0.0018030130	 8.0043824492	 13.5000963199	 3.1556813105	 0.0000012858	 4.5472408737	 0	 0.000000	 0.000000
37.6879360000	  0.1782064272	 0.1085192031	 0.0696872240	 0.0000000000	 0.0024146362	 0.0303386707	 0.0000000000	 0.0026342455	 8.0390639096	 13.5000963199	 3.1575010302	 0.0000018787	 4.4406436883	 0	 0.000000	 0.000000
38.5081360000	  0.2044453346	 0.1610844140	 0.0423894178	 0.0009715028	 0.0019187583	 0.0219779675	 0.0000458711	 0.0033126214	 8.0605189629	 13.5001151316	 3.1599398404	 0.0000023455	 4.1907693005	 0	 0.000000	 0.000000
39.3283360000	  0.1512167911	 0.1283795625	 0.0135857601	 0.0092514685	 0.0018648367	 0.0153550562	 0.0063202795	 0.0548566907	 8.0758292359	 13.5027258900	 3.1837950752	 0.0000380996	 4.2493772087	 0	 0.000000	 0.000000
40.1485360000	  0.0966338347	 0.0503753494	 0.0336874778	 0.0125710075	 0.0038006880	 0.0407589902	 0.0212667419	 0.0631512924	 8.0988416064	 13.5140393275	 3.2321901491	 0.0000374431	 4.4870100147	 0	 0.000000	 0.000000
40.9687360000	  0.0993743898	 0.0750666299	 0.0182564766	 0.0060512832	 0.0024613346	 0.0175786518	 0.0041118968	 0.0063814583	 8.1227658733	 13.5244471072	 3.2607055302	 0.0000044573	 4.8126007160	 0	 0.000000	 0.000000
41.7889360000	  0.0623550855	 0.0391037810	 0.0217356899	 0.0015156146	 0.0028497615	 0.0147862714	 0.0003807696	 0.0589026281	 8.1360387283	 13.5262895497	 3.2874785340	 0.0000184222	 4.3574310502	 0	 0.000000	 0.000000
42.6091360000	  0.0694776053	 0.0077243488	 0.0604941663	 0.0012590902	 0.0061462034	 0.0766352304	 0.0002328958	 0.0614421958	 8.1735306862	 13.5265412139	 3.3368319463	 0.0000190325	 4.4799413965	 0	 0.000000	 0.000000
43.4293360000	  0.1651472988	 0.0550921476	 0.1079222521	 0.0021328992	 0.0041997443	 0.0850524692	 0.0002782562	 0.1917935937	 8.2398388119	 13.5267508373	 3.4406839435	 0.0000653885	 4.9440527978	 0	 0.000000	 0.000000
44.2495360000	  0.1094350924	 0.0654134558	 0.0440216365	 0.0000000000	 0.0024698762	 0.0194929131	 0.0000000000	 0.0103453606	 8.2827128731	 13.5268649502	 3.5235811287	 0.0000073779	 5.3260228084	 0	 0.000000	 0.000000
45.0697360000	  0.1252906920	 0.1068392724	 0.0038881761	 0.0145632435	 0.0020573218	 0.0154843523	 0.0213299597	 0.1537472667	 8.2970570496	 13.5356123667	 3.5908755152	 0.0000971659	 4.3650435123	 0	 0.000000	 0.000000
45.8899360000	  0.2286756835	 0.1200309389	 0.1011192820	 0.0075254626	 0.0034439978	 0.0791982308	 0.0026061761	 0.9711872191	 8.3358863770	 13.5454285760	 4.0522111478	 0.0001344737	 4.7197632369	 0	 0.000000	 0.000000
46.7101360000	  0.2904880785	 0.1306605474	 0.1449201531	 0.0149073781	 0.0036707518	 0.1142899715	 0.0083662057	 0.1737735153	 8.4152358887	 13.5499283498	 4.5217595450	 0.0001183873	 4.6533372382	 0	 0.000000	 0.000000
47.5303360000	  0.2208909336	 0.1013909261	 0.0867010554	 0.0327989521	 0.0044279681	 0.1264610024	 0.0661067794	 0.4522265382	 8.5139678631	 13.5804697210	 4.7784821670	 0.0002592057	 4.6910459727	 0	 0.000000	 0.000000
48.3505360000	  0.2250200162	 0.0674091128	 0.1517654404	 0.0058454630	 0.0046625303	 0.1428348716	 0.0015753269	 0.1561295692	 8.6244061010	 13.6082261528	 5.0279690066	 0.0001003110	 4.7010339907	 0	 0.000000	 0.000000
49.1707360000	  0.3042106240	 0.1363410066	 0.1489930456	 0.0188765717	 0.0037922489	 0.1277432081	 0.0131041570	 0.4823980249	 8.7353701715	 13.6142462092	 5.2898291730	 0.0002507646	 4.7023701565	 0	 0.000000	 0.000000
49.9909360000	  0.2092711811	 0.0327782325	 0.1581647530	 0.0183281957	 0.0075513394	 0.3484393249	 0.0189771300	 0.6858387273	 8.9306526283	 13.6274027450	 5.7689230650	 0.0003288247	 5.0491563204	 0	 0.000000	 0.000000
50.8111360000	  0.0962298538	 0.0451540260	 0.0291993060	 0.0218765218	 0.0055434399	 0.0863452162	 0.0819762338	 0.0897424730	 9.1089577686	 13.6688037195	 6.0869889152	 0.0000587056	 4.7683686675	 0	 0.000000	 0.000000
51.6313360000	  0.0934687798	 0.0424477128	 0.0487023604	 0.0023187065	 0.0044550903	 0.0541688170	 0.0005952410	 0.0784027764	 9.1665825736	 13.7026662813	 6.1559452820	 0.0000387128	 4.6507610106	 0	 0.000000	 0.000000
52.4515360000	  0.0994311259	 0.0560178150	 0.0355648306	 0.0078484804	 0.0049493449	 0.0711193128	 0.0071864826	 0.7927431307	 9.2179632356	 13.7058575661	 6.5132022185	 0.0001445919	 4.8688207190	 0	 0.000000	 0.000000
53.2717360000	  0.0377299768	 0.0003466192	 0.0373833576	 0.0000000000	 0.0095646896	 0.1007855019	 0.0000000000	 0.0051927621	 9.2884614001	 13.7088047427	 6.8404357281	 0.0000037046	 4.7329355835	 0	 0.000000	 0.000000
54.0919360000	  0.0554154811	 0.0220020329	 0.0330287016	 0.0003847467	 0.0055304793	 0.0494910207	 0.0000266519	 0.0077554943	 9.3500898020	 13.7088156726	 6.8457458081	 0.0000055171	 4.4279932542	 0	 0.000000	 0.000000
