       depth	       totalf	        clayf	         capf	        freef	         mlT2	         Ksdr	          Ktc	         Ksoe	         Tsdr	          Ttc	         Tsoe	          soe	        noise	    unix_time	 board_temp	 magnet_temp
11.6617360000	  0.0437495246	 0.0338870981	 0.0012764053	 0.0085860212	 0.0031620915	 0.0127729725	 0.0256520984	 0.0759703102	 155.6337646824	 0.9409082507	 6.1910538315	 0.0000381807	 5.3503966011	 0	 0.000000	 0.000000
12.4819360000	  0.0337636232	 0.0115299488	 0.0166380343	 0.0055956401	 0.0104308925	 0.1072659163	 0.0130975810	 0.4065127621	 155.6829926307	 0.9567994942	 6.3889201395	 0.0000406345	 4.7311661280	 0	 0.000000	 0.000000
13.3021360000	  0.0120254153	 0.0000000000	 0.0027407944	 0.0092846208	 0.7871397939	 217.5572613902	 1.1986714512	 0.9146070382	 244.9472152791	 1.4537459742	 6.9307113696	 0.0000878638	 4.7318941435	 0	 0.000000	 0.000000
14.1223360000	  0.1547018196	 0.1387193011	 0.0056748549	 0.0103076636	 0.0019169526	 0.0165992301	 0.0077588409	 0.4157290916	 334.1742555195	 1.9485030370	 7.4762822164	 0.0000656583	 4.7818908176	 0	 0.000000	 0.000000
14.9425360000	  0.1740720685	 0.1623764580	 0.0011689476	 0.0105266629	 0.0019299286	 0.0189313394	 0.0070977157	 1.4422517248	 334.1888266061	 1.9545957109	 8.2382401492	 0.0001445671	 4.7470601038	 0	 0.000000	 0.000000
15.7627360000	  0.0580857725	 0.0409892244	 0.0168199454	 0.0002766027	 0.0023499297	 0.0093658947	 0.0000130846	 0.0587655682	 334.2004313018	 1.9575118500	 8.8538073411	 0.0000419154	 4.6083434788	 0	 0.000000	 0.000000
16.5829360000	  0.1012340756	 0.0840746111	 0.0073874720	 0.0097719924	 0.0022100237	 0.0144374447	 0.0113726030	 0.0924103007	 334.2101930512	 1.9621811205	 8.9158045649	 0.0000399806	 4.9139695713	 0	 0.000000	 0.000000
17.4031360000	  0.1318330242	 0.0954440035	 0.0215401133	 0.0148489074	 0.0027626601	 0.0293798042	 0.0209039660	 0.0387211078	 334.2281625050	 1.9754177415	 8.9695815555	 0.0000258499	 4.7707542463	 0	 0.000000	 0.000000
18.2233360000	  0.1316506706	 0.1063275273	 0.0245591622	 0.0007639811	 0.0017764476	 0.0121310297	 0.0000441441	 0.0199151326	 334.2451860979	 1.9840085614	 8.9936282778	 0.0000051944	 4.8457614144	 0	 0.000000	 0.000000
19.0435360000	  0.0391623804	 0.0099547626	 0.0229473808	 0.0062602370	 0.0065268571	 0.0487132439	 0.0139412677	 0.0696586982	 334.2701383345	 1.9897439788	 9.0303625058	 0.0000436793	 5.1982082572	 0	 0.000000	 0.000000
19.8637360000	  0.2124999215	 0.1143504693	 0.0948492345	 0.0033002177	 0.0030342263	 0.0571247720	 0.0005204906	 0.2742527612	 334.3135425048	 1.9956747459	 9.1714005953	 0.0000578508	 5.2742878345	 0	 0.000000	 0.000000
20.6839360000	  0.2855887633	 0.1764496036	 0.0965060176	 0.0126331420	 0.0031363744	 0.0820288611	 0.0060210880	 2.3864726754	 334.3706094097	 1.9983574473	 10.2625640968	 0.0002776305	 5.0200028069	 0	 0.000000	 0.000000
21.5041360000	  0.2448825023	 0.1225691558	 0.1009324824	 0.0213808641	 0.0035529411	 0.0902617044	 0.0220566299	 0.2211662969	 334.4412657706	 2.0098721194	 11.3319568393	 0.0001363837	 5.3233462758	 0	 0.000000	 0.000000
22.3243360000	  0.1763219237	 0.0601177613	 0.0991975975	 0.0170065649	 0.0049632419	 0.1268256115	 0.0197746190	 0.0822326827	 334.5302932789	 2.0270271146	 11.4563807609	 0.0000556269	 4.9767940956	 0	 0.000000	 0.000000
23.1445360000	  0.2037126012	 0.1157834508	 0.0598386716	 0.0280904788	 0.0035436005	 0.0746925272	 0.0512937754	 0.2383471798	 334.6129358676	 2.0561722631	 11.5878505625	 0.0001505807	 4.7330355707	 0	 0.000000	 0.000000
23.9647360000	  0.1140026151	 0.0747195978	 0.0384457710	 0.0008372463	 0.0028983052	 0.0279622947	 0.0000614131	 0.0010560477	 334.6550346101	 2.0772330259	 11.6860298261	 0.0000007427	 4.7022964749	 0	 0.000000	 0.000000
24.7849360000	  0.0410570844	 0.0007618172	 0.0402952673	 0.0000000000	 0.0069693605	 0.0582295897	 0.0000000000	 0.0098886899	 334.6903819019	 2.0772582115	 11.6905182630	 0.0000070523	 4.8625586010	 0	 0.000000	 0.000000
25.6051360000	  0.0738978134	 0.0194652571	 0.0514256231	 0.0030069331	 0.0072881672	 0.1146140891	 0.0013083170	 0.2066637040	 334.7612650945	 2.0777947523	 11.7793263997	 0.0000420499	 5.2027782495	 0	 0.000000	 0.000000
26.4253360000	  0.0931271166	 0.0719105505	 0.0124257548	 0.0087908113	 0.0033544327	 0.0305973687	 0.0099573755	 0.9832208770	 334.8208163134	 2.0824148128	 12.2672980664	 0.0000890501	 5.1879424904	 0	 0.000000	 0.000000
27.2455360000	  0.0542853003	 0.0016225957	 0.0463807989	 0.0062819057	 0.0113593386	 0.2045305095	 0.0091460539	 0.3245778334	 334.9172422563	 2.0902491291	 12.8036263175	 0.0000578285	 4.7733437313	 0	 0.000000	 0.000000
28.0657360000	  0.0841262368	 0.0574895131	 0.0015329836	 0.0251037400	 0.0044649156	 0.0489697336	 0.1497440338	 0.3283466153	 335.0212027059	 2.1554099541	 13.0713906339	 0.0001607061	 5.1168589901	 0	 0.000000	 0.000000
28.8859360000	  0.0976486662	 0.0676551965	 0.0288235059	 0.0011699638	 0.0026711706	 0.0203441396	 0.0001413197	 0.0180539408	 335.0496283253	 2.2168779375	 13.2134495020	 0.0000128481	 4.8960886741	 0	 0.000000	 0.000000
29.7061360000	  0.0422972883	 0.0135294001	 0.0045782407	 0.0241896475	 0.0172422010	 0.3671704287	 0.7406727429	 0.2940266257	 335.2085480498	 2.5206857846	 13.3414337424	 0.0001345095	 4.8599737467	 0	 0.000000	 0.000000
30.5263360000	  0.0916106960	 0.0591162576	 0.0222949182	 0.0101995203	 0.0045391316	 0.0551139440	 0.0141505431	 1.3050302862	 335.3817268711	 2.8302388142	 13.9972069819	 0.0001194960	 4.9324008517	 0	 0.000000	 0.000000
31.3465360000	  0.0840253341	 0.0631906819	 0.0085451015	 0.0122895507	 0.0035335475	 0.0306338709	 0.0242676203	 0.7977640774	 335.4168920500	 2.8459941030	 14.8595629504	 0.0001298432	 5.1531487742	 0	 0.000000	 0.000000
32.1667360000	  0.0552450755	 0.0079724012	 0.0390136024	 0.0082590719	 0.0107579509	 0.1866905991	 0.0167928105	 0.5384178689	 335.5060168151	 2.8628329857	 15.4075311666	 0.0000829354	 4.6001969340	 0	 0.000000	 0.000000
32.9869360000	  0.0510473469	 0.0136758265	 0.0295706782	 0.0078008421	 0.0107495198	 0.1722348631	 0.0163389065	 0.8550272732	 335.6532121472	 2.8764203028	 15.9789830194	 0.0001089477	 4.4351205175	 0	 0.000000	 0.000000
33.8071360000	  0.2741220637	 0.1323947112	 0.1343447194	 0.0073826331	 0.0035457488	 0.1006305112	 0.0020667456	 1.0794631379	 335.7651142372	 2.8839684608	 16.7723175370	 0.0001907180	 4.8977178892	 0	 0.000000	 0.000000
34.6273360000	  0.4308863155	 0.3003005938	 0.1187901904	 0.0117955312	 0.0022635129	 0.0644612042	 0.0033595416	 0.5361018183	 335.8328183497	 2.8861937812	 17.4348607256	 0.0002193667	 4.9896986333	 0	 0.000000	 0.000000
35.4475360000	  0.2399776091	 0.1497423665	 0.0865841227	 0.0036511199	 0.0025912938	 0.0470515343	 0.0005637562	 0.3509653330	 335.8785497238	 2.8878027256	 17.7986469643	 0.0000922869	 4.9409948369	 0	 0.000000	 0.000000
36.2677360000	  0.3486845958	 0.2452086729	 0.1002093519	 0.0032665711	 0.0022348033	 0.0508488479	 0.0003069194	 0.1666468412	 335.9186986705	 2.8881597897	 18.0109197169	 0.0001186460	 4.7486068045	 0	 0.000000	 0.000000
37.0879360000	  0.3191469975	 0.1616779483	 0.1574690492	 0.0000000000	 0.0028520939	 0.0758033101	 0.0000000000	 0.0138517707	 335.9706387205	 2.8882856573	 18.0849421977	 0.0000098786	 4.8750513856	 0	 0.000000	 0.000000
37.9081360000	  0.2578410180	 0.1782659142	 0.0771457704	 0.0024293334	 0.0021995069	 0.0364227246	 0.0002295827	 0.0100629358	 336.0166626173	 2.8883798092	 18.0947496188	 0.0000071089	 5.0860230825	 0	 0.000000	 0.000000
38.7283360000	  0.3506064266	 0.2875960190	 0.0482197148	 0.0147906928	 0.0019237874	 0.0378881821	 0.0066940968	 0.4272214276	 336.0471375202	 2.8912192101	 18.2740799363	 0.0001570100	 5.1662516769	 0	 0.000000	 0.000000
39.5485360000	  0.3145673711	 0.2004366412	 0.1141307299	 0.0000000000	 0.0022975560	 0.0484859218	 0.0000000000	 0.0270050313	 336.0825595402	 2.8939644592	 18.4603582070	 0.0000192590	 5.4040492544	 0	 0.000000	 0.000000
40.3687360000	  0.2992021543	 0.1576468650	 0.1316768085	 0.0098784808	 0.0033999374	 0.1009895227	 0.0034329930	 1.6674776540	 336.1438594200	 2.8953723297	 19.1552655563	 0.0002356053	 4.5849631765	 0	 0.000000	 0.000000
41.1889360000	  0.2882326503	 0.1280733455	 0.1504567153	 0.0097025895	 0.0040103860	 0.1353584254	 0.0034424667	 0.7385189061	 336.2407857135	 2.8981919557	 20.1419647456	 0.0002306416	 4.8372639624	 0	 0.000000	 0.000000
42.0091360000	  0.1977241741	 0.0496840591	 0.1474806968	 0.0005594182	 0.0053800128	 0.1671075794	 0.0000156662	 0.1698942870	 336.3648270221	 2.8996101360	 20.5145049961	 0.0001210875	 4.9475615794	 0	 0.000000	 0.000000
42.8293360000	  0.2725877908	 0.0834210654	 0.1821754082	 0.0069913171	 0.0048854762	 0.1899721661	 0.0018589797	 0.1989979315	 336.5112654257	 2.9003789283	 20.6657876948	 0.0001403523	 4.6884153833	 0	 0.000000	 0.000000
43.6495360000	  0.2638741156	 0.0569751818	 0.2050196591	 0.0018792747	 0.0058655931	 0.2650882095	 0.0001336246	 0.4780831708	 336.6978856857	 2.9011960954	 20.9434586549	 0.0002249822	 5.1334152854	 0	 0.000000	 0.000000
44.4697360000	  0.3262430370	 0.1338610978	 0.1878888933	 0.0044930460	 0.0039511989	 0.1487197995	 0.0006261562	 0.7331083905	 336.8675883502	 2.9015076815	 21.4401683142	 0.0002003281	 4.6187074354	 0	 0.000000	 0.000000
45.2899360000	  0.2263049304	 0.0069235410	 0.2084232733	 0.0109581162	 0.0102170625	 0.6897883936	 0.0057674065	 1.2948598405	 337.2114605602	 2.9041296816	 22.2718380857	 0.0004576651	 4.7055757039	 0	 0.000000	 0.000000
46.1101360000	  0.2700068199	 0.0323834436	 0.2191160847	 0.0185072916	 0.0088698963	 0.6202711468	 0.0143906451	 0.4780946018	 337.7487159777	 2.9123964985	 22.9989267025	 0.0003356326	 5.0311734521	 0	 0.000000	 0.000000
46.9303360000	  0.1667475502	 0.0113327825	 0.1500658547	 0.0053489129	 0.0093994036	 0.4301597957	 0.0018024994	 0.2960732929	 338.1794977072	 2.9190373071	 23.3164129561	 0.0001658676	 4.5996750725	 0	 0.000000	 0.000000
47.7505360000	  0.0431393979	 0.0000000000	 0.0413788295	 0.0017605683	 0.0137264434	 0.2373339626	 0.0007681940	 0.1272231055	 338.4532368974	 2.9200915484	 23.4900068091	 0.0000471223	 5.0026396113	 0	 0.000000	 0.000000
48.5707360000	  0.0538182295	 0.0000000000	 0.0535307145	 0.0002875150	 0.0134913900	 0.2860306453	 0.0000152754	 0.0267973216	 338.6678687231	 2.9204128493	 23.5531705863	 0.0000190899	 4.7413458475	 0	 0.000000	 0.000000
