       depth	       totalf	        clayf	         capf	        freef	         mlT2	         Ksdr	          Ktc	         Ksoe	         Tsdr	          Ttc	         Tsoe	          soe	        noise	    unix_time	 board_temp	 magnet_temp
12.0021360000	  0.0325054569	 0.0000000000	 0.0322314496	 0.0002740073	 0.0152511658	 0.2207659660	 0.0000230996	 0.0021368959	 0.4313775818	 0.0769363769	 3.3289115809	 0.0000015264	 4.6615754047	 0	 0.000000	 0.000000
12.8223360000	  0.0280204929	 0.0000000000	 0.0258450543	 0.0021754386	 0.0208570184	 0.3559180234	 0.0019510386	 0.0712788059	 0.6678756859	 0.0777459710	 3.3590193602	 0.0000197232	 4.9855366109	 0	 0.000000	 0.000000
13.6425360000	  0.0463869667	 0.0032675586	 0.0377070818	 0.0054123263	 0.0126299876	 0.2160586138	 0.0079611541	 0.4296694991	 0.9024433048	 0.0818109613	 3.5644582600	 0.0000496149	 4.9776527539	 0	 0.000000	 0.000000
14.4627360000	  0.0433044878	 0.0006284680	 0.0417844886	 0.0008915311	 0.0115425102	 0.1684624861	 0.0001882212	 0.0611605732	 1.0601354078	 0.0851530201	 3.7657476727	 0.0000314809	 4.8918532006	 0	 0.000000	 0.000000
15.2829360000	  0.0470238958	 0.0055251668	 0.0404368225	 0.0010619064	 0.0077442243	 0.0823463231	 0.0002469386	 0.0150623980	 1.1629921005	 0.0853314791	 3.7970067132	 0.0000107050	 4.8699806713	 0	 0.000000	 0.000000
16.1031360000	  0.0555371746	 0.0214455830	 0.0339847129	 0.0001068787	 0.0044584693	 0.0322348093	 0.0000020316	 0.0151079433	 1.2099818229	 0.0854335817	 3.8093795701	 0.0000107688	 4.5990818273	 0	 0.000000	 0.000000
16.9233360000	  0.1696866292	 0.0604412453	 0.1092211608	 0.0000242231	 0.0040496911	 0.0812570734	 0.0000000340	 0.0343658511	 1.2565248440	 0.0854344288	 3.8296687732	 0.0000245059	 4.6991998367	 0	 0.000000	 0.000000
17.7435360000	  0.1754599821	 0.0681114587	 0.1042416998	 0.0031068236	 0.0044718424	 0.1024520881	 0.0005611244	 0.0449419194	 1.3318639711	 0.0856645599	 3.8621928899	 0.0000318693	 4.7170607102	 0	 0.000000	 0.000000
18.5637360000	  0.2087343102	 0.0434752921	 0.1597698868	 0.0054891314	 0.0059312920	 0.2144184772	 0.0014984805	 0.6610545391	 1.4618125899	 0.0865092039	 4.1517220376	 0.0001638962	 4.4810078740	 0	 0.000000	 0.000000
19.3839360000	  0.3025850732	 0.1163320935	 0.1802622149	 0.0059907649	 0.0041453333	 0.1518225148	 0.0012150174	 0.9561207501	 1.6120080207	 0.0876220094	 4.8149256237	 0.0002183904	 5.1188685950	 0	 0.000000	 0.000000
20.2041360000	  0.3370377652	 0.2286094852	 0.1052921273	 0.0031361526	 0.0023046636	 0.0522713120	 0.0002926396	 0.3299024993	 1.6957068991	 0.0882402995	 5.3423237583	 0.0000894946	 4.7170276211	 0	 0.000000	 0.000000
21.0243360000	  0.2484636677	 0.1719215564	 0.0743644613	 0.0021776499	 0.0021571669	 0.0337598223	 0.0001911848	 0.1008321270	 1.7309882673	 0.0884387159	 5.5189680285	 0.0000718739	 5.1424979294	 0	 0.000000	 0.000000
21.8445360000	  0.2388966815	 0.1593763447	 0.0795203368	 0.0000000000	 0.0021811812	 0.0331866462	 0.0000000000	 0.0430783281	 1.7584430140	 0.0885171207	 5.5779857061	 0.0000307219	 5.0861086498	 0	 0.000000	 0.000000
22.6647360000	  0.2064358574	 0.1527114981	 0.0501828123	 0.0035415470	 0.0022177725	 0.0296475550	 0.0006190445	 0.0268532040	 1.7842113199	 0.0887709909	 5.6066646275	 0.0000190044	 5.1267381740	 0	 0.000000	 0.000000
23.4849360000	  0.3287068182	 0.2099091988	 0.1138840421	 0.0049135773	 0.0024933549	 0.0596687146	 0.0007450160	 0.0717778840	 1.8208399221	 0.0893303921	 5.6471132367	 0.0000506427	 5.0731113937	 0	 0.000000	 0.000000
24.3051360000	  0.1365798997	 0.0397901218	 0.0865566484	 0.0102331294	 0.0067214900	 0.1801721502	 0.0088175766	 0.6286195003	 1.9191986607	 0.0932520113	 5.9343462040	 0.0001359467	 5.1956338788	 0	 0.000000	 0.000000
25.1253360000	  0.0655084960	 0.0098055857	 0.0518784429	 0.0038244674	 0.0075113020	 0.1079189814	 0.0024778840	 0.2575000794	 2.0373448338	 0.0978842797	 6.2977438436	 0.0000384399	 4.6886051640	 0	 0.000000	 0.000000
25.9455360000	  0.0773866203	 0.0358794859	 0.0310276798	 0.0104794545	 0.0045937941	 0.0476846599	 0.0186810797	 0.1890962741	 2.1011578871	 0.1065615707	 6.4808930082	 0.0000887477	 4.9240168993	 0	 0.000000	 0.000000
26.7657360000	  0.2551086008	 0.1230111029	 0.1287466266	 0.0033508713	 0.0034391591	 0.0881047643	 0.0004448044	 0.3781393641	 2.1568451300	 0.1144050958	 6.7135163434	 0.0000989460	 4.7745747670	 0	 0.000000	 0.000000
27.5859360000	  0.2890814498	 0.1433998288	 0.1455569812	 0.0001246399	 0.0029882305	 0.0753734119	 0.0000005294	 0.0664086207	 2.2238875300	 0.1145877272	 6.8958254720	 0.0000440703	 4.7299931568	 0	 0.000000	 0.000000
28.4061360000	  0.2907735000	 0.1656504901	 0.1251230099	 0.0000000000	 0.0025903377	 0.0569688395	 0.0000000000	 0.0302707333	 2.2781610873	 0.1145879443	 6.9354736751	 0.0000215880	 4.7690542593	 0	 0.000000	 0.000000
29.2263360000	  0.3120555158	 0.1557436732	 0.1482137624	 0.0080980802	 0.0032123804	 0.0940276469	 0.0021800516	 0.1352197173	 2.3400847464	 0.1154819835	 7.0033413089	 0.0000939210	 4.7987162062	 0	 0.000000	 0.000000
30.0465360000	  0.2127351232	 0.0878172904	 0.1234041551	 0.0015136777	 0.0037263584	 0.0862537936	 0.0001075279	 0.0314533574	 2.4140181651	 0.1164201199	 7.0716939368	 0.0000223510	 4.8325211895	 0	 0.000000	 0.000000
30.8667360000	  0.2663099371	 0.1608044124	 0.0944391170	 0.0110664076	 0.0028176335	 0.0617342436	 0.0049270340	 0.5372843399	 2.4747080592	 0.1184847937	 7.3049332665	 0.0001768537	 4.5841269086	 0	 0.000000	 0.000000
31.6869360000	  0.3143540353	 0.1866808434	 0.1205096795	 0.0071635125	 0.0026771556	 0.0657863856	 0.0016824876	 0.4454677621	 2.5270042693	 0.1211953585	 7.7079599035	 0.0002129584	 4.6460273987	 0	 0.000000	 0.000000
32.5071360000	  0.2612531654	 0.0998676337	 0.1480770947	 0.0133084370	 0.0049412646	 0.1862548305	 0.0074079810	 2.8801958934	 2.6303663720	 0.1249233597	 9.0718145686	 0.0004034800	 4.6133491993	 0	 0.000000	 0.000000
33.3273360000	  0.2712251284	 0.1737871647	 0.0811333718	 0.0163045919	 0.0026550071	 0.0558252991	 0.0109202975	 0.2773925565	 2.7296434331	 0.1324397867	 10.3667415919	 0.0001548142	 4.5698146625	 0	 0.000000	 0.000000
34.1475360000	  0.3513756142	 0.2213714814	 0.1267850668	 0.0032190660	 0.0024413053	 0.0611484673	 0.0002956512	 0.3541052201	 2.7776143747	 0.1370394473	 10.6257188301	 0.0000979752	 4.4267708220	 0	 0.000000	 0.000000
34.9677360000	  0.3284227143	 0.2345904973	 0.0913775238	 0.0024546932	 0.0021038349	 0.0424449742	 0.0001833051	 0.2150555384	 2.8200980451	 0.1372358673	 10.8591316571	 0.0000597514	 4.5597456219	 0	 0.000000	 0.000000
35.7879360000	  0.2556979057	 0.1325470066	 0.1231261285	 0.0000247706	 0.0030817395	 0.0709069452	 0.0000000236	 0.0701293584	 2.8665836673	 0.1373110504	 10.9760859833	 0.0000499970	 4.7289399271	 0	 0.000000	 0.000000
36.6081360000	  0.3168976613	 0.2006190949	 0.1149456432	 0.0013329232	 0.0024706765	 0.0564833657	 0.0000556479	 0.0965994186	 2.9188264338	 0.1373338813	 11.0444614548	 0.0000621062	 4.3410665249	 0	 0.000000	 0.000000
37.4283360000	  0.3026014043	 0.1178882722	 0.1847112332	 0.0000018989	 0.0037549438	 0.1245797901	 0.0000000001	 0.1433689328	 2.9930804340	 0.1373567026	 11.1428724757	 0.0001022341	 4.5898982744	 0	 0.000000	 0.000000
38.2485360000	  0.2685951357	 0.1104268585	 0.1581682772	 0.0000000000	 0.0036071855	 0.1020480847	 0.0000000000	 0.0289735330	 3.0860205254	 0.1373567026	 11.2135501210	 0.0000206606	 4.6858474799	 0	 0.000000	 0.000000
39.0687360000	  0.2774810379	 0.0370455260	 0.2280577551	 0.0123777568	 0.0090090036	 0.6575921087	 0.0059536298	 1.6268525485	 3.3975489687	 0.1397982862	 11.8926043970	 0.0005541992	 4.4652345781	 0	 0.000000	 0.000000
39.8889360000	  0.2480262458	 0.1271343777	 0.1048156207	 0.0160762474	 0.0035986433	 0.0937875078	 0.0117265752	 0.3055766665	 3.7056897494	 0.1470489383	 12.6850936181	 0.0001905175	 4.6618068024	 0	 0.000000	 0.000000
40.7091360000	  0.2022071016	 0.0515282711	 0.1454010353	 0.0052777951	 0.0053652695	 0.1699609867	 0.0014294553	 0.6683936115	 3.8138530070	 0.1524442264	 13.0845188291	 0.0001339162	 4.7578226438	 0	 0.000000	 0.000000
41.5293360000	  0.1737816751	 0.0218703820	 0.1410543960	 0.0108568971	 0.0080689119	 0.3303723481	 0.0075949654	 1.2061979809	 4.0190397076	 0.1561451413	 13.8532888411	 0.0002851512	 4.6927610036	 0	 0.000000	 0.000000
42.3495360000	  0.1598776066	 0.0487799217	 0.1037357264	 0.0073619585	 0.0052044544	 0.1264467937	 0.0036662992	 0.1627637506	 4.2063812377	 0.1607633859	 14.4147000472	 0.0000935421	 4.5785229465	 0	 0.000000	 0.000000
43.1697360000	  0.2214810986	 0.0157759015	 0.1974309204	 0.0082742768	 0.0089470443	 0.5176850260	 0.0032831145	 0.4417822050	 4.4705396969	 0.1636133404	 14.6626243435	 0.0003135616	 4.8582154764	 0	 0.000000	 0.000000
43.9899360000	  0.0879552718	 0.0201155767	 0.0678396951	 0.0000000000	 0.0044326919	 0.0504622635	 0.0000000000	 0.0146188410	 4.7035369003	 0.1649597457	 14.8497944125	 0.0000104256	 4.6187011512	 0	 0.000000	 0.000000
44.8101360000	  0.0799091966	 0.0548487574	 0.0249910385	 0.0000694007	 0.0024906022	 0.0144735569	 0.0000005942	 0.0002829592	 4.7301670803	 0.1649599893	 14.8559056407	 0.0000002009	 4.3926501490	 0	 0.000000	 0.000000
45.6303360000	  0.0788337711	 0.0029398300	 0.0758939412	 0.0000000000	 0.0072907024	 0.1223547432	 0.0000000000	 0.0209970189	 4.7862803662	 0.1649602330	 14.8646325598	 0.0000149739	 4.3965147030	 0	 0.000000	 0.000000
46.4505360000	  0.1833081895	 0.0534875647	 0.1223224258	 0.0074981991	 0.0062391971	 0.2083574542	 0.0032816757	 0.1652224570	 4.9219054383	 0.1663060482	 14.9410011668	 0.0001168373	 4.1546468904	 0	 0.000000	 0.000000
47.2707360000	  0.0602889670	 0.0018595234	 0.0481587613	 0.0102706822	 0.0206970995	 0.7540958981	 0.0250095739	 1.5337010440	 5.3166075581	 0.1779082897	 15.6377296946	 0.0002008689	 4.1185669514	 0	 0.000000	 0.000000
48.0909360000	  0.0699672125	 0.0212001897	 0.0442682488	 0.0044987741	 0.0063191595	 0.0815798639	 0.0032510128	 0.3319549436	 5.6593181881	 0.1894979562	 16.4028352151	 0.0000462793	 4.4704099633	 0	 0.000000	 0.000000
